"Step","SAbDab_Liberis + Token_Transformer - F1","SAbDab_Liberis + Token_Transformer - F1__MIN","SAbDab_Liberis + Token_Transformer - F1__MAX","SAbDab_Liberis + Token_CNN_RNN - F1","SAbDab_Liberis + Token_CNN_RNN - F1__MIN","SAbDab_Liberis + Token_CNN_RNN - F1__MAX","SAbDab_Liberis + Token_CNN - F1","SAbDab_Liberis + Token_CNN - F1__MIN","SAbDab_Liberis + Token_CNN - F1__MAX"
"1","0.16927060798356336","0.16883793642522146","0.16970327954190526","0.18441679694285218","0.16050026055237102","0.20833333333333334","0.24329104785478547","0.2376237623762376","0.24895833333333334"
"3","0.17434103614144564","0.171875","0.1768070722828913","0.3632100052110474","0.3460135487232934","0.38040646169880143","0.36477331943720687","0.3491401771756123","0.38040646169880143"
"5","0.18512003353231882","0.1780322748568454","0.19220779220779222","0.40594059405940597","0.39603960396039606","0.4158415841584158","0.4623839376105856","0.45681581685744016","0.4679520583637311"
"7","0.19595651798063624","0.1908713692946058","0.20104166666666667","0.48566961959353827","0.47420531526836895","0.49713392391870764","0.5205836373110995","0.5169359041167274","0.5242313705054716"
"9","0.1984375","0.19791666666666666","0.19895833333333332","0.5310057321521626","0.5200625325690463","0.5419489317352788","0.5450755601875977","0.5409067222511725","0.5492443981240229"
"11","0.20545947855975957","0.20427305888483585","0.2066458982346833","0.5935383011985409","0.5898905680041688","0.597186034392913","0.5653986451276707","0.5638353309015112","0.5669619593538301"
"13","0.1991682909997166","0.19854469854469856","0.19979188345473464","0.6456487754038561","0.6388744137571651","0.6524231370505471","0.5779051589369463","0.5711307972902553","0.5846795205836373"
"15","0.2019258634913636","0.2008324661810614","0.2030192608016658","0.6649296508598228","0.6576341844710787","0.6722251172485669","0.5825951016154247","0.5752996352266806","0.5898905680041688"
"17","0.20675051057637922","0.20499479708636836","0.20850622406639005","0.6800416883793643","0.6753517457008859","0.6847316310578426","0.5904116727462221","0.5857217300677436","0.5951016154247004"
"19","0.20739968733715475","0.20531526836894215","0.20948410630536737","0.6904637832204273","0.6868160500260553","0.6941115164147994","0.5919749869723814","0.5846795205836373","0.5992704533611256"
"21","0.21082629652241847","0.20948410630536737","0.2121684867394696","0.7003647733194371","0.6982803543512246","0.7024491922876498","0.5958383777773377","0.586153045288912","0.6055237102657635"
"23","0.20828410131664352","0.20187304890738814","0.2146951537258989","0.706618030224075","0.7055758207399687","0.7076602397081814","0.5982282438770192","0.5909327774882751","0.6055237102657635"
"25","0.21424856994279773","0.21008840353614144","0.21840873634945399","0.710265763418447","0.7097446586763939","0.7107868681605003","0.5997915581031787","0.594059405940594","0.6055237102657635"
"27","0.21655881460284426","0.20707596253902186","0.22604166666666667","0.7165190203230849","0.7149557060969255","0.7180823345492444","0.6013548723293383","0.597186034392913","0.6055237102657635"
"29","0.214938835294876","0.20499479708636836","0.22488287350338365","0.7175612298071913","0.7170401250651381","0.7180823345492444","0.6044815007816571","0.5982282438770192","0.6107347576862949"
"31","0.21875","0.20833333333333334","0.22916666666666666","0.7212089630015633","0.7212089630015633","0.7212089630015633","0.6023970818134445","0.5982282438770192","0.6065659197498697"
"33","0.2131572901604119","0.2077922077922078","0.21852237252861603","0.7222511724856696","0.7222511724856696","0.7222511724856696","0.6034392912975508","0.6003126628452319","0.6065659197498697"
"35","0.21660891679680722","0.21145833333333333","0.2217595002602811","0.7258989056800417","0.7232933819697759","0.7285044293903075","0.6065659197498697","0.6065659197498697","0.6065659197498697"
"37","0.21869480885324966","0.21644120707596254","0.22094841063053675","0.7279833246482543","0.7253778009379885","0.7305888483585201","0.6065659197498697","0.6055237102657635","0.607608129233976"
"39","0.22089005775577558","0.21782178217821782","0.22395833333333334","0.7248566961959354","0.7243355914538823","0.7253778009379885","0.6070870244919229","0.6065659197498697","0.607608129233976"
"41","0.22279653041254532","0.21886399166232412","0.2267290691627665","0.7248566961959354","0.7243355914538823","0.7253778009379885","0.6060448150078166","0.6044815007816571","0.607608129233976"
"43","0.22291781220643778","0.22071837584591358","0.22511724856696197","0.7285044293903075","0.7274622199062012","0.7295466388744137","0.6091714434601355","0.6086503387180824","0.6096925482021887"
"45","0.22187613907286557","0.22176165803108808","0.22199062011464304","0.7337154768108389","0.7305888483585201","0.7368421052631579","0.6096925482021887","0.6065659197498697","0.6128191766545076"
"47","0.2274131670697362","0.22696512233211869","0.2278612118073537","0.7326732673267327","0.7295466388744137","0.7357998957790516","0.6065659197498697","0.6034392912975508","0.6096925482021887"
"49","0.22819599929737072","0.22498703991705546","0.23140495867768596","0.7326732673267327","0.7316310578426264","0.7337154768108389","0.607608129233976","0.6034392912975508","0.6117769671704012"
"51","0.2280062467464862","0.22384174908901613","0.23217074440395627","0.7337154768108389","0.7316310578426264","0.7357998957790516","0.6102136529442418","0.6096925482021887","0.6107347576862949"
"53","0.2232049947970864","0.222684703433923","0.22372528616024975","0.7347576862949452","0.7337154768108389","0.7357998957790516","0.6117769671704012","0.6096925482021887","0.6138613861386139"
"55","0.2322962544701675","0.22753246753246753","0.2370600414078675","0.7316310578426264","0.7305888483585201","0.7326732673267327","0.6093746227687237","0.6086503387180824","0.610098906819365"
"57","0.22576714755239743","0.21782178217821782","0.23371251292657705","0.7305888483585201","0.7305888483585201","0.7305888483585201","0.6086503387180824","0.6013548723293382","0.6159458051068265"
"59","0.2277506132870517","0.22580645161290322","0.2296947749612002","0.7316310578426264","0.7295466388744137","0.7337154768108389","0.6090113123154421","0.6034392912975508","0.6145833333333334"
"61","0.22447275270204958","0.22407503908285564","0.22487046632124352","0.7305888483585201","0.7285044293903075","0.7326732673267327","0.6102136529442418","0.6044815007816571","0.6159458051068265"
"63","0.22653900984966302","0.22083333333333333","0.23224468636599274","0.7331943720687858","0.7295466388744137","0.7368421052631579","0.6091714434601354","0.6034392912975508","0.6149035956227201"
"65","0.2304270515590664","0.2292860865033872","0.23156801661474558","0.7357998957790516","0.7347576862949453","0.7368421052631579","0.6102136529442418","0.6044815007816571","0.6159458051068265"
"67","0.23662410304677958","0.2334549244398124","0.23979328165374678","0.7357998957790516","0.7347576862949453","0.7368421052631579","0.6065659197498697","0.6034392912975508","0.6096925482021887"
"69","0.23054959698387936","0.2298491939677587","0.23125","0.7352787910369984","0.7347576862949453","0.7357998957790516","0.6076081292339761","0.5992704533611256","0.6159458051068265"
"71","0.23192927717108686","0.22880915236609464","0.23504940197607904","0.7337154768108389","0.7337154768108389","0.7337154768108389","0.6081292339760291","0.5992704533611256","0.6169880145909328"
"73","0.2375","0.23229166666666667","0.24270833333333333","0.7357998957790516","0.7347576862949453","0.7368421052631579","0.6102556177338192","0.6020833333333333","0.6184279021343051"
"75","0.23618136758022978","0.2293720809548521","0.24299065420560748","0.7352787910369984","0.7347576862949453","0.7357998957790516","0.6104141195784829","0.6055237102657635","0.6153045288912025"
"77","0.2338214400850177","0.2267290691627665","0.24091381100726894","0.7347576862949452","0.7326732673267327","0.7368421052631579","0.6076081292339761","0.6023970818134445","0.6128191766545076"
"79","0.23968104434425677","0.23376623376623376","0.24559585492227978","0.7352787910369984","0.7347576862949453","0.7357998957790516","0.6029181865554977","0.6003126628452319","0.6055237102657635"
"81","0.23860571912454404","0.23125","0.24596143824908806","0.7363210005211047","0.7347576862949453","0.7378843147472642","0.6128191766545075","0.607608129233976","0.618030224075039"
"83","0.23489454071574997","0.2324127149557061","0.23737636647579385","0.7363210005211047","0.7347576862949453","0.7378843147472642","0.6060448150078166","0.5982282438770192","0.6138613861386139"
"85","0.23843970880954746","0.2372528616024974","0.23962655601659752","0.7368421052631579","0.7368421052631579","0.7368421052631579","0.6091714434601354","0.6044815007816571","0.6138613861386139"
"87","0.24466647155740548","0.24037460978147762","0.24895833333333334","0.74048983845753","0.7399687337154768","0.7410109431995832","0.6079693742400556","0.6023970818134445","0.6135416666666667"
"89","0.24682654668555232","0.23975090814737934","0.25390218522372526","0.7394476289734236","0.7389265242313705","0.7399687337154768","0.607608129233976","0.6034392912975508","0.6117769671704012"
"91","0.24078993291193238","0.23858921161825727","0.24299065420560748","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6107347576862949","0.6055237102657635","0.6159458051068265"
"93","0.24149679680133262","0.24066390041493776","0.2423296931877275","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6070870244919229","0.6003126628452319","0.6138613861386139"
"95","0.24102983147741158","0.2351716961498439","0.24688796680497926","0.736842105263158","0.7357998957790516","0.7378843147472642","0.6096925482021887","0.6034392912975508","0.6159458051068265"
"97","0.2482464160968834","0.2451948051948052","0.2512980269989616","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6112558624283482","0.6065659197498697","0.6159458051068265"
"99","0.24973471067221065","0.24479166666666666","0.25467775467775466","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6112558624283482","0.6065659197498697","0.6159458051068265"
"101","0.2474066390041494","0.241701244813278","0.25311203319502074","0.7378843147472642","0.7347576862949453","0.7410109431995832","0.6096925482021887","0.607608129233976","0.6117769671704012"
"103","0.25368013794091","0.24882873503383654","0.25853154084798347","0.7394476289734238","0.7378843147472642","0.7410109431995832","0.613182050112906","0.6072916666666667","0.6190724335591454"
"105","0.25422396644179207","0.25416666666666665","0.2542812662169175","0.7384054194893174","0.7357998957790516","0.7410109431995832","0.6122980719124544","0.6065659197498697","0.618030224075039"
"107","0.24707656926406926","0.2451948051948052","0.24895833333333334","0.74048983845753","0.7389265242313705","0.7420531526836894","0.6081292339760291","0.6023970818134445","0.6138613861386139"
"109","0.25682608754408964","0.2535064935064935","0.2601456815816857","0.74048983845753","0.7389265242313705","0.7420531526836894","0.6175091193329859","0.6169880145909328","0.618030224075039"
"111","0.256957916193859","0.25377015080603227","0.2601456815816857","0.7378843147472642","0.7378843147472642","0.7378843147472642","0.61306302377848","0.6118626430801248","0.614263404476835"
"113","0.2533800675296143","0.24986985944820406","0.25689027561102445","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6164669098488796","0.6138613861386139","0.6190724335591454"
"115","0.2592405913978495","0.25806451612903225","0.2604166666666667","0.7394476289734238","0.7378843147472642","0.7410109431995832","0.6154247003647733","0.6107347576862949","0.6201146430432517"
"117","0.2549482617434676","0.25142857142857145","0.2584679520583637","0.737363210005211","0.7368421052631579","0.7378843147472642","0.6128191766545075","0.6107347576862949","0.6149035956227201"
"119","0.2533697518137352","0.24844074844074845","0.258298755186722","0.7363210005211047","0.7357998957790516","0.7368421052631579","0.613861386138614","0.6086503387180824","0.6190724335591454"
"121","0.2551857145585784","0.2532433834976648","0.257128045619492","0.737363210005211","0.7368421052631579","0.7378843147472642","0.6117769671704012","0.6065659197498697","0.6169880145909328"
"123","0.2526600082794692","0.25232678386763185","0.25299323269130664","0.7331943720687859","0.7316310578426264","0.7347576862949453","0.6126585026923745","0.6086503387180824","0.6166666666666667"
"125","0.25910571040228386","0.2579303172126885","0.2602811035918792","0.734565800330033","0.7326732673267327","0.7364583333333333","0.6107347576862949","0.6096925482021887","0.6117769671704012"
"127","0.2615939388507837","0.2595656670113754","0.263622210690192","0.7352787910369984","0.7347576862949453","0.7357998957790516","0.6122980719124544","0.6096925482021887","0.6149035956227201"
"129","0.2610504420176807","0.2579303172126885","0.2641705668226729","0.7331943720687858","0.7326732673267327","0.7337154768108389","0.6102136529442418","0.6065659197498697","0.6138613861386139"
"131","0.25741117728630736","0.25571725571725573","0.259105098855359","0.7337154768108389","0.7326732673267327","0.7347576862949453","0.6128191766545076","0.6128191766545076","0.6128191766545076"
"133","0.26229442927717106","0.26145833333333335","0.2631305252210088","0.7321521625846795","0.7316310578426264","0.7326732673267327","0.6159458051068265","0.6128191766545076","0.6190724335591454"
"135","0.2589758060830528","0.25635703165542295","0.26159458051068263","0.7350866336633664","0.7326732673267327","0.7375","0.6092586100715335","0.607608129233976","0.610909090909091"
"137","0.2563167665450755","0.25625","0.2563835330901511","0.7321521625846795","0.7295466388744137","0.7347576862949453","0.6117769671704012","0.6117769671704012","0.6117769671704012"
"139","0.25507548152004167","0.25299323269130664","0.2571577303487767","0.7357998957790516","0.7316310578426264","0.7399687337154768","0.6117769671704012","0.607608129233976","0.6159458051068265"
"141","0.25892093321174225","0.2563835330901511","0.26145833333333335","0.737363210005211","0.7347576862949453","0.7399687337154768","0.6096925482021887","0.6034392912975508","0.6159458051068265"
"143","0.2588299047454905","0.25507548152004167","0.2625843279709393","0.7342365815528922","0.7305888483585201","0.7378843147472642","0.6128191766545075","0.607608129233976","0.618030224075039"
"145","0.252215205128143","0.24754013464526153","0.25689027561102445","0.7347576862949453","0.7305888483585201","0.7389265242313705","0.6126614881882926","0.6052083333333333","0.6201146430432517"
"147","0.25609078151986187","0.25104166666666666","0.261139896373057","0.7399687337154768","0.7389265242313705","0.7410109431995832","0.6133402813965607","0.6117769671704012","0.6149035956227201"
"149","0.2636519694272036","0.2609147609147609","0.2663891779396462","0.7368421052631579","0.7368421052631579","0.7368421052631579","0.6138613861386139","0.607608129233976","0.6201146430432517"
"151","0.2598777018141582","0.25752855659397716","0.26222684703433924","0.737363210005211","0.7368421052631579","0.7378843147472642","0.6091714434601355","0.5992704533611256","0.6190724335591454"
"153","0.26187943310284123","0.25951016154247003","0.26424870466321243","0.7363210005211047","0.7347576862949453","0.7378843147472642","0.6121414690811187","0.6010416666666667","0.6232412714955706"
"155","0.2611135191236782","0.2584679520583637","0.26375908618899274","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6122980719124544","0.6023970818134445","0.6221990620114644"
"157","0.26424010134182685","0.2610504420176807","0.26742976066597296","0.7352787910369984","0.7337154768108389","0.7368421052631579","0.6096925482021887","0.6034392912975508","0.6159458051068265"
"159","0.26510867370971","0.2638961038961039","0.26632124352331604","0.7342365815528922","0.7326732673267327","0.7357998957790516","0.6070870244919229","0.6013548723293382","0.6128191766545076"
"161","0.25946653416871673","0.2584679520583637","0.26046511627906976","0.7363210005211047","0.7326732673267327","0.7399687337154768","0.6050026055237103","0.5961438249088067","0.6138613861386139"
"163","0.2555839448362813","0.25467775467775466","0.2564901349948079","0.7347576862949453","0.7305888483585201","0.7389265242313705","0.6060448150078166","0.6003126628452319","0.6117769671704012"
"165","0.2624484151964661","0.2621761658031088","0.26272066458982346","0.7311099531005731","0.7222511724856696","0.7399687337154768","0.6060448150078166","0.597186034392913","0.6149035956227201"
"167","0.2635121774112506","0.26222684703433924","0.26479750778816197","0.7316310578426264","0.7264200104220948","0.7368421052631579","0.6096925482021887","0.6034392912975508","0.6159458051068265"
"169","0.25946967248785996","0.25752855659397716","0.26141078838174275","0.7342365815528922","0.7305888483585201","0.7378843147472642","0.614382490880667","0.6086503387180824","0.6201146430432517"
"171","0.25780850092461505","0.2501302761855133","0.26548672566371684","0.7335233194372068","0.7295466388744137","0.7375","0.6096925482021887","0.6034392912975508","0.6159458051068265"
"173","0.26243112947658404","0.25833333333333336","0.2665289256198347","0.7337154768108389","0.7264200104220948","0.7410109431995832","0.6117769671704012","0.6065659197498697","0.6169880145909328"
"175","0.2618403641825715","0.25951016154247003","0.2641705668226729","0.7331943720687859","0.7274622199062012","0.7389265242313705","0.6117769671704012","0.6034392912975508","0.6201146430432517"
"177","0.2614353342129121","0.26064382139148495","0.26222684703433924","0.7326732673267327","0.7295466388744137","0.7357998957790516","0.6102136529442418","0.6065659197498697","0.6138613861386139"
"179","0.26319128787878787","0.25729166666666664","0.2690909090909091","0.7337154768108389","0.7295466388744137","0.7378843147472642","0.6154247003647734","0.6086503387180824","0.6221990620114644"
"181","0.2593019365466861","0.2522146951537259","0.2663891779396462","0.726941115164148","0.7180823345492444","0.7357998957790516","0.6169880145909328","0.6138613861386139","0.6201146430432517"
"183","0.2663817058397569","0.26159458051068263","0.27116883116883117","0.7394476289734236","0.7368421052631579","0.7420531526836894","0.6107347576862949","0.6086503387180824","0.6128191766545076"
"185","0.2657634184471079","0.2636789994788953","0.2678478374153205","0.7394476289734236","0.7389265242313705","0.7399687337154768","0.6201146430432517","0.6169880145909328","0.6232412714955706"
"187","0.26314248063705126","0.25739491437467565","0.2688900468994268","0.7399687337154768","0.7378843147472642","0.7420531526836894","0.6104141195784829","0.6055237102657635","0.6153045288912025"
"189","0.2637229437229437","0.2607792207792208","0.26666666666666666","0.7399687337154768","0.7389265242313705","0.7410109431995832","0.6085351699633383","0.6065659197498697","0.6105044201768071"
"191","0.25982859404823877","0.2581988547631442","0.26145833333333335","0.737363210005211","0.7368421052631579","0.7378843147472642","0.6015602217774039","0.597186034392913","0.6059344091618949"
"193","0.26028572148618095","0.25585023400936036","0.26472120896300155","0.739338264653533","0.7366233766233766","0.7420531526836894","0.6018759770713913","0.6013548723293382","0.6023970818134445"
"195","0.26475649350649355","0.2625","0.26701298701298704","0.7389265242313705","0.7368421052631579","0.7410109431995832","0.6096925482021887","0.6044815007816571","0.6149035956227201"
"197","0.26378752182882736","0.2634044768349818","0.2641705668226729","0.7363210005211047","0.7337154768108389","0.7389265242313705","0.6112558624283482","0.6086503387180824","0.6138613861386139"
"199","0.26448241730292266","0.2620904836193448","0.26687435098650053","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6112558624283481","0.6044815007816571","0.618030224075039"
"201","0.2656290710519006","0.26556016597510373","0.26569797612869744","0.7399687337154768","0.7378843147472642","0.7420531526836894","0.6102136529442418","0.6023970818134445","0.618030224075039"
"203","0.260801665799063","0.2581988547631442","0.2634044768349818","0.7389265242313705","0.7378843147472642","0.7399687337154768","0.6102136529442418","0.6013548723293382","0.6190724335591454"
"205","0.2636505460218409","0.2631305252210088","0.2641705668226729","0.7384054194893173","0.7368421052631579","0.7399687337154768","0.6091714434601355","0.5992704533611256","0.6190724335591454"
"207","0.2636946272322764","0.2626680455015512","0.26472120896300155","0.7399687337154768","0.7389265242313705","0.7410109431995832","0.6096925482021887","0.6013548723293382","0.618030224075039"
"209","0.254457711217346","0.24804585721730069","0.2608695652173913","0.7389265242313705","0.7378843147472642","0.7399687337154768","0.6107347576862949","0.6034392912975508","0.618030224075039"
"211","0.26370063804104155","0.26073460941541643","0.26666666666666666","0.7394476289734238","0.7378843147472642","0.7410109431995832","0.6122980719124544","0.6055237102657635","0.6190724335591454"
"213","0.2648657469218217","0.26285714285714284","0.26687435098650053","0.7410109431995832","0.7410109431995832","0.7410109431995832","0.6147453643390655","0.6072916666666667","0.6221990620114644"
"215","0.2548092252671492","0.25232678386763185","0.25729166666666664","0.7384054194893173","0.7368421052631579","0.7399687337154768","0.6125","0.6041666666666666","0.6208333333333333"
"217","0.2607056449981524","0.2581988547631442","0.2632124352331606","0.7368421052631579","0.7337154768108389","0.7399687337154768","0.6107347576862949","0.6044815007816571","0.6169880145909328"
"219","0.2631318915337656","0.26181818181818184","0.2644456012493493","0.7389265242313705","0.7378843147472642","0.7399687337154768","0.6122980719124544","0.6044815007816571","0.6201146430432517"
"221","0.2711756005268753","0.26466009340944474","0.27769110764430577","0.7384054194893173","0.7368421052631579","0.7399687337154768","0.6088541666666667","0.5947916666666667","0.6229166666666667"
"223","0.26735955913467624","0.2665278500780843","0.2681912681912682","0.7362662330091928","0.7357998957790516","0.736732570239334","0.6133402813965607","0.6013548723293382","0.6253256904637832"
"225","0.2657436775824634","0.2594706798131811","0.2720166753517457","0.7363210005211047","0.7337154768108389","0.7389265242313705","0.6142256166406115","0.6020833333333333","0.6263678999478896"
"227","0.2671637626031028","0.2594706798131811","0.27485684539302446","0.7363210005211047","0.7337154768108389","0.7389265242313705","0.6086503387180824","0.5992704533611256","0.618030224075039"
"229","0.2638005454680806","0.2555844155844156","0.2720166753517457","0.7376916145561925","0.7357998957790516","0.7395833333333334","0.6149035956227202","0.607608129233976","0.6221990620114644"
"231","0.2680915062434963","0.2643080124869927","0.271875","0.7378843147472642","0.7368421052631579","0.7389265242313705","0.6119730935256873","0.6003126628452319","0.6236335242061426"
"233","0.2704066069574247","0.2677083333333333","0.2731048805815161","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6117769671704012","0.6013548723293382","0.6221990620114644"
"235","0.26979166666666665","0.26979166666666665","0.26979166666666665","0.737363210005211","0.7357998957790516","0.7389265242313705","0.6149035956227201","0.6013548723293382","0.6284523189161021"
"237","0.2681935017660447","0.2638961038961039","0.27249089963598544","0.7394476289734236","0.7368421052631579","0.7420531526836894","0.6122980719124544","0.6003126628452319","0.6242834809796769"
"239","0.2699614124003045","0.26833073322932915","0.2715920915712799","0.737363210005211","0.7347576862949453","0.7399687337154768","0.6116168360257079","0.6086503387180824","0.6145833333333334"
"241","0.27359983766233764","0.271875","0.2753246753246753","0.7389265242313705","0.7368421052631579","0.7410109431995832","0.6091714434601355","0.5992704533611256","0.6190724335591454"
"243","0.272396178492887","0.27173347214992194","0.273058884835852","0.736842105263158","0.7347576862949453","0.7389265242313705","0.6070870244919229","0.594059405940594","0.6201146430432517"
"245","0.27156390527870566","0.2651475919212843","0.27798021863612704","0.7394476289734236","0.7357998957790516","0.7430953621677957","0.6081292339760291","0.6013548723293382","0.6149035956227201"
"247","0.27152228648979465","0.26833073322932915","0.27471383975026015","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6078189040307357","0.5955231650182197","0.6201146430432517"
"249","0.2733171009083354","0.27249089963598544","0.27414330218068533","0.7347576862949453","0.7316310578426264","0.7378843147472642","0.6133402813965607","0.607608129233976","0.6190724335591454"
"251","0.27530960230282797","0.27234927234927236","0.2782699322563835","0.7357998957790516","0.7347576862949453","0.7368421052631579","0.6107347576862949","0.6065659197498697","0.6149035956227201"
"253","0.2710304862794489","0.26867219917012447","0.2733887733887734","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6081292339760291","0.6013548723293382","0.6149035956227201"
"255","0.27041002724500907","0.2696512233211869","0.27116883116883117","0.736842105263158","0.7347576862949453","0.7389265242313705","0.6096925482021887","0.6013548723293382","0.618030224075039"
"257","0.2736957147958705","0.27296315516346653","0.27442827442827444","0.7394476289734238","0.7378843147472642","0.7410109431995832","0.6122980719124544","0.6023970818134445","0.6221990620114644"
"259","0.26666890914412683","0.26236335242061426","0.2709744658676394","0.7410109431995832","0.7410109431995832","0.7410109431995832","0.6107347576862949","0.6044815007816571","0.6169880145909328"
"261","0.26444560124934935","0.25923997917751174","0.2696512233211869","0.7384054194893173","0.7368421052631579","0.7399687337154768","0.6107347576862949","0.597186034392913","0.6242834809796769"
"263","0.2682926829268293","0.26466009340944474","0.27192527244421383","0.74048983845753","0.7399687337154768","0.7410109431995832","0.6163051502518673","0.6117769671704012","0.6208333333333333"
"265","0.26405958768977533","0.2584679520583637","0.2696512233211869","0.7410109431995832","0.7410109431995832","0.7410109431995832","0.6069271647559493","0.6003126628452319","0.6135416666666667"
"267","0.26204891870766023","0.25625","0.2678478374153205","0.7378843147472642","0.7347576862949453","0.7410109431995832","0.6130261537071815","0.6028110359187923","0.6232412714955706"
"269","0.2710120853194665","0.26976744186046514","0.2722567287784679","0.7389265242313705","0.7378843147472642","0.7399687337154768","0.6081292339760291","0.6065659197498697","0.6096925482021887"
"271","0.2674257942206171","0.26687435098650053","0.26797723745473356","0.7389265242313705","0.7389265242313705","0.7389265242313705","0.6065659197498696","0.6013548723293382","0.6117769671704012"
"273","0.271141283151326","0.26979166666666665","0.27249089963598544","0.7378843147472642","0.7357998957790516","0.7399687337154768","0.6081292339760291","0.6065659197498697","0.6096925482021887"
"275","0.27471383975026015","0.2695109261186264","0.27991675338189387","0.7384054194893174","0.7357998957790516","0.7410109431995832","0.6081292339760291","0.6003126628452319","0.6159458051068265"
"277","0.2726643298097069","0.266597510373444","0.2787311492459698","0.7384054194893173","0.7368421052631579","0.7399687337154768","0.6086503387180824","0.6065659197498697","0.6107347576862949"
"279","0.2721123829344433","0.27055150884495316","0.2736732570239334","0.7410109431995832","0.7410109431995832","0.7410109431995832","0.6055237102657633","0.6034392912975508","0.607608129233976"
"281","0.26704815977943963","0.26680562793121415","0.2672906916276651","0.7415320479416363","0.7410109431995832","0.7420531526836894","0.6086952867430158","0.6072916666666667","0.610098906819365"
"283","0.2665965895565404","0.2657634184471079","0.26742976066597296","0.7399687337154768","0.7389265242313705","0.7410109431995832","0.607608129233976","0.6013548723293382","0.6138613861386139"
"285","0.271875","0.2708333333333333","0.27291666666666664","0.7399687337154768","0.7389265242313705","0.7410109431995832","0.6081292339760291","0.6013548723293382","0.6149035956227201"
"287","0.272359215949425","0.2685329186106791","0.2761855132881709","0.74048983845753","0.7399687337154768","0.7410109431995832","0.607608129233976","0.6034392912975508","0.6117769671704012"
"289","0.2667731767627709","0.26195426195426197","0.2715920915712799","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6086503387180824","0.6055237102657635","0.6117769671704012"
"291","0.2679119831609458","0.26715176715176714","0.26867219917012447","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.605422632746894","0.5969838793551742","0.6138613861386139"
"293","0.264102726271213","0.2609147609147609","0.2672906916276651","0.7399687337154768","0.7368421052631579","0.7430953621677957","0.6079696456487754","0.6034392912975508","0.6125"
"295","0.2665278500780843","0.2644456012493493","0.26861009890681936","0.7384054194893174","0.7378843147472642","0.7389265242313705","0.6055237102657635","0.6055237102657635","0.6055237102657635"
