"Step","SAbDab_Liberis + Token_Transformer - training loss","SAbDab_Liberis + Token_Transformer - training loss__MIN","SAbDab_Liberis + Token_Transformer - training loss__MAX","SAbDab_Liberis + Token_CNN_RNN - training loss","SAbDab_Liberis + Token_CNN_RNN - training loss__MIN","SAbDab_Liberis + Token_CNN_RNN - training loss__MAX","SAbDab_Liberis + Token_CNN - training loss","SAbDab_Liberis + Token_CNN - training loss__MIN","SAbDab_Liberis + Token_CNN - training loss__MAX"
"398","0.07100400701165199","0.07083693146705627","0.07117108255624771","0.00009540189165591073","0.0000018968443100675358","0.00018890693900175393","0.0014494735514745116","0.0014432277530431747","0.0014557193499058485"
"400","0.06900421902537346","0.06889113783836365","0.06911730021238327","0.00006210711245557832","0.0000015092160765561857","0.00012270500883460045","0.0030307838460430503","0.0012849948834627867","0.004776572808623314"
"402","0.06922600418329239","0.06729456037282944","0.07115744799375534","0.00007299283743122942","0.000004440912562131416","0.00014154476230032742","0.0016613923362456262","0.001385892741382122","0.0019368919311091304"
"404","0.06911744922399521","0.06742740422487259","0.07080749422311783","0.000016164545627361804","0.000002806913244057796","0.00002952217801066581","0.0010658408282324672","0.001031736028380692","0.0010999456280842423"
"406","0.06904246285557747","0.068281389772892","0.06980353593826294","0.000034155803859903244","0.00000457557962363353","0.00006373602809617296","0.0024206856032833457","0.0014814476016908884","0.003359923604875803"
"408","0.06858815997838974","0.06821379065513611","0.06896252930164337","0.00000818125363366562","0.000005266477273835335","0.000011096029993495904","0.0010599957022350281","0.000934553041588515","0.0011854383628815413"
"410","0.0696345902979374","0.06898030638694763","0.07028887420892715","0.000018126538407159387","0.0000033850333238660824","0.00003286804349045269","0.002143187215551734","0.0021149429958313704","0.0021714314352720976"
"412","0.0686592347919941","0.06807373464107513","0.06924473494291306","0.000016114425420710177","0.000003200612127329805","0.00002902823871409055","0.0013260740088298917","0.0011872687609866261","0.0014648792566731572"
"414","0.06816159188747406","0.06659817695617676","0.06972500681877136","0.0003197206430058941","0.0000019436495222180383","0.0006374976364895701","0.002363435924053192","0.0012984760105609894","0.003428395837545395"
"416","0.06742848828434944","0.0662381574511528","0.06861881911754608","0.000006018194198986748","0.000005698561835743021","0.000006337826562230475","0.0013254458899609745","0.0012840388808399439","0.001366852899082005"
"418","0.0669621080160141","0.06588757038116455","0.06803664565086365","0.00003157451681090606","0.0000017868812847154913","0.00006136215233709663","0.0013094223104417324","0.0011689523234963417","0.001449892297387123"
"420","0.06777918711304665","0.0669797956943512","0.0685785785317421","0.000022413679175770085","0.0000033025405627995497","0.00004152481778874062","0.0013065688544884324","0.0011560245184227824","0.0014571131905540824"
"422","0.06778397411108017","0.06764252483844757","0.06792542338371277","0.00000780986715653853","0.000006477093393186806","0.000009142640919890255","0.0012625718372873962","0.0011586829787120223","0.00136646069586277"
"424","0.06760294362902641","0.06743386387825012","0.0677720233798027","0.0009631930184639259","7.17939826699876e-7","0.001925668097101152","0.0012942255998495966","0.0009517460712231696","0.0016367051284760237"
"426","0.06759024038910866","0.06608160585165024","0.06909887492656708","0.0005693354458458089","9.812043799684034e-7","0.0011376896873116493","0.0015132398111745715","0.0013308068737387657","0.0016956727486103773"
"428","0.06821944192051888","0.06749382615089417","0.06894505769014359","0.00003849366191843728","0.0000010939199910353636","0.0000758934038458392","0.0013948357664048672","0.0013795348349958658","0.0014101366978138685"
"430","0.06866193935275078","0.06781338155269623","0.06951049715280533","0.000058653094129113015","0.000024793318516458385","0.00009251286974176764","0.0014423405518755317","0.001065126503817737","0.0018195545999333262"
"432","0.06711740791797638","0.06695796549320221","0.06727685034275055","0.000030434338555096474","0.0000012026960121147567","0.00005966598109807819","0.001502170751336962","0.0012665791437029839","0.0017377623589709401"
"434","0.06799250468611717","0.06623239815235138","0.06975261121988297","0.00003310240947484999","0.000002352950332351611","0.00006385186861734837","0.0012972506810911","0.00122099241707474","0.00137350894510746"
"436","0.06863715127110481","0.06844761967658997","0.06882668286561966","0.000015429329124572178","8.749280482334143e-7","0.00002998373020091094","0.0014517001691274345","0.0014018557267263532","0.0015015446115285158"
"438","0.06899717450141907","0.06870149075984955","0.06929285824298859","0.000008697108995647795","5.167393624105898e-7","0.000016877478628885","0.0015425048186443746","0.001446490758098662","0.0016385188791900873"
"440","0.06905053928494453","0.06832718104124069","0.06977389752864838","0.000046828538415866205","5.969241101411171e-7","0.0000930601527215913","0.0020172743825241923","0.0019124278333038092","0.0021221209317445755"
"442","0.06856296956539154","0.06581959128379822","0.07130634784698486","0.00004717580733881732","5.379274057304428e-7","0.0000938136872719042","0.0011862266692332923","0.0011578859994187951","0.0012145673390477896"
"444","0.06882952898740768","0.06836055219173431","0.06929850578308105","0.000023801010144097745","3.4009173077720334e-7","0.00004726192855741829","0.0013878665049560368","0.0013018815079703927","0.001473851501941681"
"446","0.06875934451818466","0.06761576980352402","0.0699029192328453","0.000019433911944588544","5.039840402787377e-7","0.00003836383984889835","0.0014766749809496105","0.0013141699600964785","0.0016391800018027425"
"448","0.06795673072338104","0.0664723739027977","0.06944108754396439","0.000022514234345294426","4.308648442474805e-7","0.00004459760384634137","0.0011969271581619978","0.0011339900083839893","0.0012598643079400063"
"450","0.06838620454072952","0.06788310408592224","0.0688893049955368","0.00003625520749039879","2.8901231985400955e-7","0.00007222140266094357","0.0012795081711374223","0.0012711165472865105","0.0012878997949883342"
"452","0.06873312592506409","0.0668211430311203","0.07064510881900787","0.000010900940523583813","2.4049379021562345e-7","0.000021561387256952003","0.0016175489872694016","0.0015218342887237668","0.0017132636858150363"
"454","0.06924451887607574","0.06919475644826889","0.0692942813038826","0.0000041207674712495646","0.0000020732904886244796","0.0000061682444538746495","0.0017916111391969025","0.0015280836960300803","0.0020551385823637247"
"456","0.06879949197173119","0.06736957281827927","0.0702294111251831","0.000004959144249028213","3.28658217085831e-7","0.000009589630280970596","0.002972543006762862","0.002292446093633771","0.0036526399198919535"
"458","0.06774227693676949","0.0675453245639801","0.06793922930955887","0.000023515823443176487","5.766947879237705e-7","0.0000464549520984292","0.002670541813131422","0.0016887903911992908","0.003652293235063553"
"460","0.06874599307775497","0.06790265440940857","0.06958933174610138","0.00015350787933243737","3.2977965247482643e-7","0.0003066859790123999","0.0018525717896409333","0.001800371566787362","0.0019047720124945045"
"462","0.06735716015100479","0.06708982586860657","0.06762449443340302","0.0000013530336673284182","5.750478067056974e-7","0.000002131019527951139","0.0019400625606067479","0.0012227826518937945","0.002657342469319701"
"464","0.06741628795862198","0.0667760968208313","0.06805647909641266","0.000024656120842792006","5.458888381326688e-7","0.000048766352847451344","0.0026549684116616845","0.00216839206404984","0.003141544759273529"
"466","0.06825881078839302","0.06711037456989288","0.06940724700689316","0.00009842201134802053","4.005885898550332e-7","0.00019644343410618603","0.0014351672143675387","0.001224457286298275","0.0016458771424368024"
"468","0.06769543886184692","0.06718280166387558","0.06820807605981827","0.001977966727281455","2.3814209271222353e-7","0.003955695312470198","0.0026859503122977912","0.001938633737154305","0.0034332668874412775"
"470","0.0669582448899746","0.06675788760185242","0.06715860217809677","0.00008818725640935554","1.5943413700370002e-7","0.00017621507868170738","0.0024195133009925485","0.001595156267285347","0.00324387033469975"
"472","0.06775025278329849","0.06685434281826019","0.06864616274833679","0.0004831003996628169","1.9571382381400326e-7","0.0009660050855018198","0.001339292444754392","0.0010802372125908732","0.0015983476769179106"
"474","0.0684826709330082","0.06842649728059769","0.0685388445854187","0.00006472941004176391","0.000010310117431799881","0.00011914870265172794","0.001693120168056339","0.0014766153180971742","0.0019096250180155039"
"476","0.06783756241202354","0.06715524196624756","0.06851988285779953","0.000020944922738408422","4.769973998008936e-7","0.00004141284807701595","0.001377454085741192","0.001302296295762062","0.0014526118757203221"
"478","0.06738260388374329","0.0668773278594017","0.06788787990808487","0.000036754667092964155","1.991645035559486e-7","0.00007331016968237236","0.0013492685975506902","0.0011422657407820225","0.0015562714543193579"
"480","0.06625484675168991","0.06578700989484787","0.06672268360853195","0.000021500193650325627","1.1341565908651319e-7","0.00004288697164156474","0.0013871797127649188","0.0011161004658788443","0.0016582589596509933"
"482","0.06664686277508736","0.0657895877957344","0.06750413775444031","0.00003659098926789284","8.811579732537211e-8","0.0000730938627384603","0.0013285372988320887","0.0012916543055325747","0.0013654202921316028"
"484","0.06705783307552338","0.06582920998334885","0.0682864561676979","0.000003062042086554584","1.0001281935956285e-7","0.000006024071353749605","0.001276089227758348","0.0011285747168585658","0.0014236037386581302"
"486","0.06580125913023949","0.06460469961166382","0.06699781864881516","0.000016222992499592692","2.1536268945965276e-7","0.00003223062230972573","0.0014978935359977186","0.001315623871050775","0.001680163200944662"
"488","0.06654384732246399","0.06618106365203857","0.0669066309928894","0.000005080453888695047","0.0000011122685918962816","0.000009048639185493812","0.0013817691942676902","0.0012774139177054167","0.0014861244708299637"
"490","0.06667476147413254","0.06649057567119598","0.06685894727706909","0.00004965474272466963","0.000017671567547949962","0.0000816379179013893","0.0013176269712857902","0.0010322302114218473","0.001603023731149733"
"492","0.06793395429849625","0.06766000390052795","0.06820790469646454","0.0003114795472356491","0.000012409684131853282","0.0006105494103394449","0.001285998267121613","0.0012813620269298553","0.0012906345073133707"
"494","0.06620675697922707","0.06560200452804565","0.06681150943040848","0.00016864026383700548","0.000008348424671567045","0.0003289321030024439","0.0010678528633434325","0.0009631829452700913","0.0011725227814167738"
"496","0.06789381057024002","0.06722619384527206","0.06856142729520798","0.00002024763307417743","0.000009020990546559915","0.00003147427560179494","0.0014983346918597817","0.0013389931991696358","0.0016576761845499277"
"498","0.0682615153491497","0.06823952496051788","0.06828350573778152","0.00001519043826192501","0.000012736286407744046","0.000017644590116105974","0.0012930933153256774","0.001220895443111658","0.0013652911875396967"
"500","0.06658199802041054","0.06651538610458374","0.06664860993623734","0.00006387436553723091","0.0000023086024611984612","0.00012544012861326337","0.0014402850065380335","0.0013537408085539937","0.0015268292045220733"
"502","0.06710189953446388","0.06694791465997696","0.0672558844089508","0.000022396254280465655","0.0000033195865398738533","0.00004147292202105746","0.0012596416636370122","0.0011935310903936625","0.001325752236880362"
"504","0.06709123030304909","0.06575370579957962","0.06842875480651855","0.0009126909400833938","0.00000151700294281909","0.0018238648772239685","0.0011775594903156161","0.0011450267629697919","0.0012100922176614404"
"506","0.06714745238423347","0.06649935245513916","0.06779555231332779","0.0001870814060112025","0.000007451521469192812","0.00036671129055321217","0.0014669396914541721","0.0014594020321965218","0.0014744773507118225"
"508","0.06675995886325836","0.06621912866830826","0.06730078905820847","0.000014899249208610854","0.0000012567174962896388","0.00002854178092093207","0.00248469429789111","0.001205819076858461","0.0037635695189237595"
"510","0.06691422685980797","0.06565530598163605","0.06817314773797989","0.000009713999588711886","0.000004083666681253817","0.000015344332496169955","0.0010117253987118602","0.0009136294247582555","0.0011098213726654649"
"512","0.06553434580564499","0.06546247750520706","0.06560621410608292","0.000007211813567664649","0.0000024038006358750863","0.000012019826499454211","0.0011008577712345868","0.0009307428845204413","0.0012709726579487324"
"514","0.06581232324242592","0.0657450258731842","0.06587962061166763","0.000003983955139119644","0.000002801964001264423","0.000005165946276974864","0.001755481818690896","0.0012714359909296036","0.0022395276464521885"
"516","0.06658220291137695","0.06615039706230164","0.06701400876045227","0.0000026986617740476504","0.0000010969788490911014","0.000004300344699004199","0.0012928795767948031","0.001105321105569601","0.0014804380480200052"
"518","0.06718225032091141","0.06699627637863159","0.06736822426319122","0.0000029091361852806585","0.0000011452690387159237","0.000004673003331845393","0.0018216344760730863","0.0016225934959948063","0.0020206754561513662"
"520","0.0670897327363491","0.06593417376279831","0.0682452917098999","0.0000022825289534011972","0.0000016062083432188956","0.000002958849563583499","0.0012954455451108515","0.0012001367285847664","0.0013907543616369367"
"522","0.06642225384712219","0.06443014740943909","0.0684143602848053","0.0000011758298228414787","7.22555341781117e-7","0.0000016291043039018405","0.001357688452117145","0.0013517170445993543","0.0013636598596349359"
"524","0.06685202941298485","0.06607458740472794","0.06762947142124176","6.147172371129273e-7","4.954753194397199e-7","7.339591547861346e-7","0.0019158158102072775","0.0015665729297325015","0.0022650586906820536"
"526","0.06649718433618546","0.06474149972200394","0.06825286895036697","0.00006131707559120514","5.556022983910225e-7","0.00012207854888401926","0.0014084563008509576","0.001159170176833868","0.0016577424248680472"
"528","0.06663606688380241","0.06503310799598694","0.06823902577161789","0.000003396567308300291","0.000002116475116054062","0.0000046766595005465206","0.0014914891216903925","0.0014662257162854075","0.0015167525270953774"
"530","0.06777132675051689","0.0674731582403183","0.06806949526071548","0.000001415847151520211","8.0014211789603e-7","0.000002031552185144392","0.0016373341786675155","0.0015140061732381582","0.0017606621840968728"
"532","0.06712085753679276","0.06658284366130829","0.06765887141227722","0.000008984474106910056","0.0000060180768741702195","0.000011950871339649893","0.0012890350189991295","0.0012461927253752947","0.0013318773126229644"
"534","0.06558581814169884","0.06471145153045654","0.06646018475294113","0.00000236264156683319","9.075104117073352e-7","0.000003817772721959045","0.0012363295536488295","0.0011109290644526482","0.0013617300428450108"
"536","0.06784823164343834","0.06510169059038162","0.07059477269649506","0.000004755907639264478","0.000004591398010234116","0.000004920417268294841","0.0013147362624295056","0.0012712444877251983","0.001358228037133813"
"538","0.06625699251890182","0.06574885547161102","0.06676512956619263","0.0000019823636421278934","0.0000017401864624844166","0.0000022245408217713702","0.00148964166874066","0.0010473061120137572","0.0019319772254675627"
"540","0.06618313118815422","0.06590041518211365","0.0664658471941948","0.0000030855969157528307","0.0000012610165640580817","0.00000491017726744758","0.0011737855966202915","0.0010660389671102166","0.0012815322261303663"
"542","0.06701904535293579","0.06635113060474396","0.06768696010112762","0.0000011995447266599513","0.000001139159508056764","0.0000012599299452631385","0.0012426660396158695","0.0011183012975379825","0.0013670307816937566"
"544","0.06883079186081886","0.06819181889295578","0.06946976482868195","7.147298077825326e-7","2.483988907897583e-7","0.0000011810607247753069","0.0010622440604493022","0.0009978001471608877","0.0011266879737377167"
"546","0.06717726960778236","0.06559871137142181","0.06875582784414291","2.54308453406793e-7","2.060188393215867e-7","3.0259806749199925e-7","0.0010738037526607513","0.0010361188324168324","0.0011114886729046702"
"548","0.06706656888127327","0.06691360473632812","0.06721953302621841","6.045253257980221e-7","2.863353643078881e-7","9.227152872881561e-7","0.0014081369736231863","0.001141718472354114","0.0016745554748922586"
"550","0.06572679430246353","0.06545282155275345","0.06600076705217361","2.3706208907015025e-7","1.7017605102864763e-7","3.0394812711165287e-7","0.0011486363946460187","0.0010915790917351842","0.0012056936975568533"
"552","0.06643012911081314","0.0659172385931015","0.06694301962852478","6.044569005325684e-7","4.5234625645207416e-7","7.565675446130626e-7","0.0013234774523880333","0.0009508821531198919","0.0016960727516561747"
"554","0.06633098423480988","0.06624729186296463","0.06641467660665512","5.219633436581717e-7","1.477296507346182e-7","8.961970365817251e-7","0.0018415114027447999","0.0014353242004290223","0.0022476986050605774"
"556","0.06525938585400581","0.06474181264638901","0.06577695906162262","3.2595474408481095e-7","1.2422373174558743e-7","5.276857564240345e-7","0.0013620186364278197","0.001304126693867147","0.0014199105789884925"
"558","0.06880193948745728","0.06859170645475388","0.06901217252016068","3.8335721086468766e-7","2.0618470841782255e-7","5.605297133115528e-7","0.0010603391274344176","0.0009242187370546162","0.001196459517814219"
"560","0.06711340695619583","0.06569914519786835","0.06852766871452332","3.634395682183822e-7","2.436573822706123e-7","4.832217541661521e-7","0.0014320927439257503","0.0012160118203610182","0.0016481736674904823"
"562","0.06671738624572754","0.06643542647361755","0.06699934601783752","0.0009698916867932894","0.000001643120981498214","0.0019381402526050806","0.0017154891975224018","0.0014961091801524162","0.0019348692148923874"
"564","0.0653657391667366","0.06516732275485992","0.06556415557861328","0.00023094415933400114","1.72957797417439e-7","0.00046171536087058485","0.0012581399641931057","0.001164412940852344","0.0013518669875338674"
"566","0.06698926165699959","0.06615275144577026","0.06782577186822891","0.000038241762368329546","2.706335919810954e-7","0.000076212891144678","0.0013982073869556189","0.0011982220457866788","0.001598192728124559"
"568","0.06564560905098915","0.065158911049366","0.0661323070526123","0.000019863215577231585","1.7986984346407553e-7","0.000039546561310999095","0.001926668919622898","0.0012932743411511183","0.002560063498094678"
"570","0.0665123201906681","0.06635244190692902","0.0666721984744072","0.000006130109753144097","3.7578675460281374e-7","0.000011884432751685381","0.0021896320395171642","0.0017922921106219292","0.0025869719684123993"
"572","0.0661204531788826","0.06577324122190475","0.06646766513586044","0.000016295904053720278","4.451065649391239e-8","0.000032547297450946644","0.001511195849161595","0.0012205973034724593","0.001801794394850731"
"574","0.06550125032663345","0.06486442685127258","0.06613807380199432","0.0007883427606429905","0.0007475095335394144","0.0008291759877465665","0.002088080276735127","0.001426642294973135","0.002749518258497119"
"576","0.06686550751328468","0.06577128916978836","0.067959725856781","0.000060258078519837","0.0000579861989535857","0.0000625299580860883","0.001611732761375606","0.0013113492168486118","0.0019121163059026003"
"578","0.06635456532239914","0.06507061421871185","0.06763851642608643","0.000039541271689813584","0.00002004662383114919","0.00005903591954847798","0.0016531458823010325","0.0015812291530892253","0.0017250626115128398"
"580","0.06581338495016098","0.0650615319609642","0.06656523793935776","0.00009619005822969484","0.000013852112715539988","0.0001785280037438497","0.0014817407936789095","0.0013338348362594843","0.0016296467510983348"
"582","0.06648929044604301","0.06602846086025238","0.06695012003183365","0.000018355589418206364","0.000014833249224466272","0.000021877929611946456","0.0015642154030501842","0.0011409199796617031","0.0019875108264386654"
"584","0.06689706444740295","0.0646352544426918","0.0691588744521141","0.000007588530252178316","0.000004849189735978143","0.000010327870768378489","0.001606572128366679","0.00141307117883116","0.0018000730779021978"
"586","0.0667320229113102","0.06618337333202362","0.06728067249059677","0.00000444232296104019","0.000003860446668113582","0.000005024199253966799","0.0014521527918986976","0.0014455423224717379","0.0014587632613256574"
"588","0.06588177755475044","0.06550010293722153","0.06626345217227936","0.000008993363849185698","0.0000029601553706015693","0.000015026572327769827","0.0019786948105320334","0.0011282386258244514","0.0028291509952396154"
"590","0.06581437960267067","0.06535255163908005","0.06627620756626129","0.000006024630351930682","0.0000019554856862669112","0.000010093775017594453","0.001957189873792231","0.001421105582267046","0.002493274165317416"
"592","0.06645902618765831","0.06574621051549911","0.0671718418598175","0.0000021942367993688094","0.0000013763688002654817","0.000003012104798472137","0.002430274151265621","0.0021261111833155155","0.002734437119215727"
"594","0.06934609264135361","0.06933742016553879","0.06935476511716843","0.001316246617534489","0.000023779075490892865","0.002608714159578085","0.001974505838006735","0.0017658856231719255","0.002183126052841544"
"596","0.06652019917964935","0.06562482565641403","0.06741557270288467","0.00037729479447534686","0.000002118550810337183","0.0007524710381403565","0.0017438065260648727","0.001468172064051032","0.0020194409880787134"
"598","0.06694462522864342","0.0657283365726471","0.06816091388463974","0.00005260471084511664","0.0000028925992410222534","0.00010231682244921103","0.002320662431884557","0.001727187423966825","0.002914137439802289"