"Step","TAP + DGL_GAT - training loss","TAP + DGL_GAT - training loss__MIN","TAP + DGL_GAT - training loss__MAX","TAP + Transformer - training loss","TAP + Transformer - training loss__MIN","TAP + Transformer - training loss__MAX","TAP + CNN_RNN - training loss","TAP + CNN_RNN - training loss__MIN","TAP + CNN_RNN - training loss__MAX","TAP + CNN - training loss","TAP + CNN - training loss__MIN","TAP + CNN - training loss__MAX"
"0","408.2918395996094","71.1201171875","745.4635620117188","2209.1180419921875","2104.534423828125","2313.70166015625","1003.0486755371094","962.1633911132812","1043.9339599609375","2395.013427734375","2362.969970703125","2427.056884765625"
"2","131.92012691497803","16.373624801635742","247.4666290283203","2230.5963134765625","2095.001220703125","2366.19140625","122.4815559387207","99.11859893798828","145.84451293945312","2476.6624755859375","2365.493896484375","2587.8310546875"
"4","158.29607391357422","136.54092407226562","180.0512237548828","2432.24609375","2420.6025390625","2443.8896484375","97.42432403564453","70.76253509521484","124.08611297607422","2304.2781982421875","2297.37158203125","2311.184814453125"
"6","53.37626075744629","46.86956787109375","59.88295364379883","1998.8070678710938","1968.474365234375","2029.1397705078125","64.21278381347656","54.672279357910156","73.75328826904297","2333.5950927734375","2269.5673828125","2397.622802734375"
"8","33.9328727722168","24.417068481445312","43.44867706298828","2081.366455078125","2051.68359375","2111.04931640625","49.564279556274414","32.44120407104492","66.6873550415039","2044.3143310546875","1999.94580078125","2088.682861328125"
"10","19.17864465713501","13.165949821472168","25.19133949279785","1998.0418701171875","1873.59033203125","2122.493408203125","28.597323417663574","24.154680252075195","33.03996658325195","2197.89697265625","2122.944580078125","2272.849365234375"
"12","27.20509147644043","17.629955291748047","36.78022766113281","1906.1984252929688","1844.9459228515625","1967.450927734375","23.451679229736328","17.14491081237793","29.758447647094727","2148.5861206054688","1907.7398681640625","2389.432373046875"
"14","23.512803077697754","7.453065872192383","39.572540283203125","1833.449951171875","1815.8856201171875","1851.0142822265625","24.320279121398926","18.2730655670166","30.36749267578125","2075.727294921875","2051.575927734375","2099.878662109375"
"16","19.64195442199707","15.994245529174805","23.289663314819336","1838.762451171875","1773.8856201171875","1903.6392822265625","17.939990997314453","15.080320358276367","20.79966163635254","1910.9088745117188","1860.6199951171875","1961.19775390625"
"18","17.25982141494751","9.119589805603027","25.400053024291992","1800.793212890625","1748.43017578125","1853.15625","11.161580085754395","9.055910110473633","13.267250061035156","1539.5250854492188","1423.1419677734375","1655.908203125"
"20","13.57178544998169","5.595427513122559","21.54814338684082","1587.361572265625","1569.3638916015625","1605.3592529296875","18.324413299560547","16.401264190673828","20.247562408447266","1201.821533203125","1089.25048828125","1314.392578125"
"22","17.228135585784912","12.262539863586426","22.1937313079834","1605.934814453125","1492.9945068359375","1718.8751220703125","15.49431037902832","14.77127456665039","16.21734619140625","584.5818634033203","480.4176330566406","688.74609375"
"24","11.597577571868896","10.551875114440918","12.643280029296875","1522.0906982421875","1444.9735107421875","1599.2078857421875","10.11571455001831","5.364562034606934","14.866867065429688","223.10626602172852","83.3007583618164","362.9117736816406"
"26","16.736382484436035","9.62260627746582","23.85015869140625","1469.338134765625","1364.9678955078125","1573.7083740234375","16.328840732574463","11.608288764953613","21.049392700195312","17.906867027282715","14.287261962890625","21.526472091674805"
"28","16.82459545135498","11.923564910888672","21.72562599182129","1391.970947265625","1308.1951904296875","1475.7467041015625","24.651519775390625","18.096527099609375","31.206512451171875","122.85943603515625","111.9788818359375","133.739990234375"
"30","25.15563726425171","10.07059383392334","40.24068069458008","1314.9418334960938","1209.359619140625","1420.5240478515625","13.748342990875244","8.024592399597168","19.47209358215332","23.912443161010742","22.890039443969727","24.934846878051758"
"32","18.76125192642212","13.644658088684082","23.877845764160156","1119.2296142578125","1045.6834716796875","1192.7757568359375","22.021099090576172","10.030998229980469","34.011199951171875","26.582189559936523","24.701135635375977","28.46324348449707"
"34","13.393057584762573","4.996175289154053","21.789939880371094","1220.5769653320312","1165.634765625","1275.5191650390625","19.54592514038086","19.015371322631836","20.076478958129883","43.9679069519043","24.29688262939453","63.63893127441406"
"36","18.975219249725342","15.370030403137207","22.580408096313477","976.6870727539062","963.592041015625","989.7821044921875","17.126001596450806","7.843626499176025","26.408376693725586","45.67709541320801","41.7825927734375","49.571598052978516"
"38","15.77738094329834","12.90093994140625","18.65382194519043","989.0686950683594","981.4627075195312","996.6746826171875","19.660005569458008","18.91187286376953","20.408138275146484","13.055187702178955","12.013290405273438","14.097084999084473"
"40","18.288538455963135","15.048317909240723","21.528759002685547","869.3800354003906","797.7509765625","941.0090942382812","24.54151153564453","17.03438949584961","32.04863357543945","16.13600492477417","10.852017402648926","21.419992446899414"
"42","16.642279624938965","12.92799186706543","20.3565673828125","896.1285705566406","814.8137817382812","977.443359375","13.996211290359497","5.057074069976807","22.935348510742188","19.74967384338379","19.295312881469727","20.20403480529785"
"44","18.962902069091797","8.563821792602539","29.361982345581055","691.6917419433594","562.5154418945312","820.8680419921875","18.988577365875244","10.338393211364746","27.638761520385742","20.543774843215942","4.641294956207275","36.44625473022461"
"46","15.933712005615234","14.607542037963867","17.2598819732666","668.7785339355469","631.5137939453125","706.0432739257812","18.794818878173828","17.36432647705078","20.225311279296875","15.98393726348877","14.725751876831055","17.242122650146484"
"48","8.973268389701843","3.070936918258667","14.87559986114502","673.3368225097656","619.093994140625","727.5796508789062","16.77874517440796","10.326848030090332","23.230642318725586","10.61643648147583","9.15092945098877","12.08194351196289"
"50","13.896893501281738","8.064788818359375","19.7289981842041","553.59912109375","535.4066162109375","571.7916259765625","8.539998054504395","8.189587593078613","8.890408515930176","11.394644260406494","2.717099189758301","20.072189331054688"
"52","14.556818962097168","13.284052848815918","15.829585075378418","543.6115570068359","467.4237365722656","619.7993774414062","7.220784902572632","5.024420261383057","9.417149543762207","5.45902943611145","4.291889190673828","6.626169681549072"
"54","14.956504344940186","13.845004081726074","16.068004608154297","466.45343017578125","461.2806701660156","471.6261901855469","13.131940364837646","11.662900924682617","14.600979804992676","15.569981575012207","12.799543380737305","18.34041976928711"
"56","8.742253065109253","5.3945441246032715","12.089962005615234","452.91624450683594","442.42535400390625","463.4071350097656","18.82194948196411","15.423672676086426","22.220226287841797","23.879944801330566","23.49018096923828","24.26970863342285"
"58","22.061949729919434","15.342073440551758","28.78182601928711","315.6837692260742","225.16297912597656","406.2045593261719","14.118727207183838","13.434911727905273","14.802542686462402","17.377901077270508","16.023141860961914","18.7326602935791"
"60","12.48573899269104","7.8276848793029785","17.1437931060791","321.89141845703125","266.6354675292969","377.1473693847656","19.343946933746338","10.06932544708252","28.618568420410156","13.496586799621582","10.269655227661133","16.72351837158203"
"62","14.156332015991211","13.92717456817627","14.385489463806152","290.9982147216797","255.83126831054688","326.1651611328125","16.924098014831543","15.03813362121582","18.810062408447266","11.419130802154541","7.0363006591796875","15.801960945129395"
"64","7.65613865852356","7.428971290588379","7.88330602645874","243.2133560180664","179.33116149902344","307.0955505371094","26.642142295837402","14.669950485229492","38.61433410644531","13.259635925292969","7.162530899047852","19.356740951538086"
"66","22.715320587158203","22.524240493774414","22.906400680541992","197.43223571777344","185.16725158691406","209.6972198486328","14.87420129776001","10.827921867370605","18.920480728149414","14.613316059112549","14.180252075195312","15.046380043029785"
"68","27.5934739112854","11.93862247467041","43.24832534790039","177.40196228027344","161.95462036132812","192.84930419921875","24.823322296142578","12.089252471923828","37.55739212036133","13.383302688598633","11.916350364685059","14.850255012512207"
"70","6.810818433761597","6.367987632751465","7.2536492347717285","86.40225982666016","69.02134704589844","103.78317260742188","17.076293468475342","12.734347343444824","21.41823959350586","11.013303995132446","7.158243656158447","14.868364334106445"
"72","17.355703353881836","15.635759353637695","19.075647354125977","88.10541152954102","74.3437271118164","101.86709594726562","15.543012619018555","10.14004898071289","20.94597625732422","12.071439027786255","5.263584613800049","18.87929344177246"
"74","6.589705228805542","5.3846259117126465","7.7947845458984375","105.9099006652832","89.73918151855469","122.08061981201172","15.66543197631836","8.829751968383789","22.50111198425293","12.457044839859009","3.677216053009033","21.236873626708984"
"76","13.649847984313965","8.221406936645508","19.078289031982422","61.27669906616211","37.19221496582031","85.3611831665039","14.234621524810791","13.659501075744629","14.809741973876953","18.837844848632812","17.98228645324707","19.693403244018555"
"78","19.678805351257324","8.997295379638672","30.360315322875977","74.87874221801758","61.1026611328125","88.65482330322266","13.596322536468506","9.748528480529785","17.444116592407227","17.56815195083618","11.471806526184082","23.66449737548828"
"80","17.668561458587646","13.467263221740723","21.86985969543457","51.149431228637695","39.55987548828125","62.73898696899414","22.6691632270813","13.455666542053223","31.882659912109375","13.034680843353271","9.18276309967041","16.886598587036133"
"82","13.57000207901001","9.684418678283691","17.455585479736328","29.586353302001953","19.29050064086914","39.882205963134766","16.426101207733154","9.666768074035645","23.185434341430664","17.329197883605957","12.885551452636719","21.772844314575195"
"84","16.736801624298096","13.780266761779785","19.693336486816406","44.911306381225586","43.913848876953125","45.90876388549805","34.57203245162964","15.037741661071777","54.1063232421875","13.276169300079346","9.04845905303955","17.50387954711914"
"86","13.312031984329224","4.611721515655518","22.01234245300293","34.89879608154297","33.058433532714844","36.739158630371094","21.042797088623047","19.309173583984375","22.77642059326172","8.336219310760498","5.861586570739746","10.81085205078125"
"88","13.702486276626587","6.27855920791626","21.126413345336914","28.62773323059082","28.62110137939453","28.63436508178711","20.477532386779785","19.301959991455078","21.653104782104492","25.045133113861084","9.959532737731934","40.130733489990234"
"90","19.261828899383545","14.089455604553223","24.434202194213867","37.87713050842285","33.90008544921875","41.85417556762695","12.610706806182861","10.21639347076416","15.005020141601562","11.305654525756836","11.089888572692871","11.5214204788208"
"92","6.78195595741272","6.413965225219727","7.149946689605713","25.894054412841797","23.43486976623535","28.353239059448242","23.231574058532715","21.381418228149414","25.081729888916016","10.741292476654053","9.294095993041992","12.188488960266113"
"94","15.548594951629639","11.677590370178223","19.419599533081055","26.958243370056152","23.836313247680664","30.08017349243164","18.75220489501953","14.549575805664062","22.954833984375","18.03475308418274","5.7445244789123535","30.324981689453125"
"96","15.456747055053711","14.056026458740234","16.857467651367188","25.006134510040283","15.92503833770752","34.08723068237305","9.605943202972412","8.519974708557129","10.691911697387695","16.636887073516846","12.35549259185791","20.91828155517578"
"98","13.368116855621338","9.998684883117676","16.737548828125","13.804820775985718","4.963258266448975","22.64638328552246","16.684834718704224","4.297155857086182","29.072513580322266","15.922351837158203","9.172626495361328","22.672077178955078"
"100","9.19024133682251","3.540696144104004","14.839786529541016","13.834909915924072","12.641221046447754","15.02859878540039","18.67609977722168","14.39421272277832","22.95798683166504","15.04485273361206","13.446101188659668","16.643604278564453"
"102","12.810431957244873","11.968192100524902","13.652671813964844","25.365883827209473","17.662137985229492","33.06962966918945","12.1038818359375","11.036438941955566","13.171324729919434","13.825382947921753","5.984340190887451","21.666425704956055"
"104","8.867106199264526","4.511392116546631","13.222820281982422","12.23193073272705","11.981710433959961","12.48215103149414","19.903366088867188","18.00297737121582","21.803754806518555","10.03890872001648","6.6941094398498535","13.383708000183105"
"106","7.375645160675049","6.859758377075195","7.891531944274902","16.442570686340332","16.09220314025879","16.792938232421875","20.44187068939209","13.957372665405273","26.926368713378906","13.2987699508667","13.266036033630371","13.331503868103027"
"108","22.179489135742188","18.795888900756836","25.56308937072754","19.040180206298828","10.746463775634766","27.33389663696289","17.728986740112305","16.895185470581055","18.562788009643555","12.772582769393921","3.9086527824401855","21.636512756347656"
"110","13.200100183486938","5.969950199127197","20.43025016784668","9.97753381729126","8.013007164001465","11.942060470581055","32.045894622802734","19.31833267211914","44.77345657348633","10.085307121276855","5.580552101135254","14.590062141418457"
"112","12.164509773254395","10.32335376739502","14.00566577911377","8.149206161499023","5.408068656921387","10.89034366607666","8.138275265693665","3.635394334793091","12.641156196594238","24.028359413146973","22.871164321899414","25.18555450439453"
"114","15.439900875091553","10.1215181350708","20.758283615112305","8.240850687026978","4.058925151824951","12.422776222229004","28.410731315612793","23.549741744995117","33.27172088623047","7.4138123989105225","7.2818145751953125","7.545810222625732"
"116","11.257548570632935","7.090775966644287","15.424321174621582","12.84764313697815","7.868162631988525","17.827123641967773","8.322234869003296","5.234346866607666","11.410122871398926","22.6982421875","17.898080825805664","27.498403549194336"
"118","9.127612590789795","8.78886890411377","9.46635627746582","9.282840013504028","7.77748441696167","10.788195610046387","21.042987823486328","13.517332077026367","28.56864356994629","21.107866287231445","19.849971771240234","22.365760803222656"
"120","5.841973960399628","1.6297935247421265","10.054154396057129","22.247713088989258","18.964548110961914","25.5308780670166","13.578039646148682","8.255593299865723","18.90048599243164","18.840925216674805","17.799617767333984","19.882232666015625"
"122","11.128840446472168","10.132490158081055","12.125190734863281","8.22657060623169","7.419321060180664","9.033820152282715","15.465871334075928","14.46992015838623","16.461822509765625","9.566140174865723","5.310956954956055","13.82132339477539"
"124","18.836137294769287","10.241108894348145","27.43116569519043","14.002039909362793","11.23892593383789","16.765153884887695","17.012980461120605","16.337139129638672","17.68882179260254","13.428870677947998","12.550915718078613","14.306825637817383"
"126","15.290111064910889","15.000126838684082","15.580095291137695","11.492003440856934","5.520505905151367","17.4635009765625","20.090074062347412","14.77530574798584","25.404842376708984","5.877016305923462","5.664979457855225","6.089053153991699"
"128","25.84339714050293","9.872699737548828","41.81409454345703","10.864339351654053","9.422587394714355","12.30609130859375","17.41844606399536","15.365595817565918","19.471296310424805","10.988582611083984","9.550581932067871","12.426583290100098"
"130","16.17436981201172","13.055997848510742","19.292741775512695","12.995108127593994","11.450523376464844","14.539692878723145","9.962640285491943","8.218280792236328","11.706999778747559","18.40183687210083","9.738621711730957","27.065052032470703"
"132","15.76734733581543","8.527667999267578","23.00702667236328","17.506639003753662","14.150589942932129","20.862688064575195","9.439177989959717","5.220308303833008","13.658047676086426","8.641465425491333","7.5914788246154785","9.691452026367188"
"134","14.084442615509033","11.992754936218262","16.176130294799805","6.143917083740234","5.533742904663086","6.754091262817383","8.834945678710938","8.195088386535645","9.47480297088623","8.201513767242432","4.098472595214844","12.30455493927002"
"136","13.861485958099365","12.146756172180176","15.576215744018555","13.738553047180176","9.01201057434082","18.46509552001953","14.384949922561646","7.12180757522583","21.64809226989746","9.958507299423218","7.855123043060303","12.061891555786133"
"138","9.52198576927185","6.286718845367432","12.75725269317627","11.66019058227539","11.592423439025879","11.727957725524902","15.001970052719116","6.739078044891357","23.264862060546875","11.01642918586731","4.518677234649658","17.51418113708496"
"140","9.2636559009552","7.013250827789307","11.514060974121094","10.720937252044678","4.420870780944824","17.02100372314453","18.854158878326416","10.466389656066895","27.241928100585938","16.077807903289795","13.116156578063965","19.039459228515625"
"142","15.53589677810669","12.567639350891113","18.504154205322266","15.46299695968628","15.28569221496582","15.640301704406738","11.401013374328613","7.369148254394531","15.432878494262695","11.786106586456299","11.076319694519043","12.495893478393555"
"144","9.368666648864746","8.257100105285645","10.480233192443848","17.185810565948486","14.318188667297363","20.05343246459961","11.59050178527832","4.59052848815918","18.59047508239746","10.700690031051636","4.267383098602295","17.133996963500977"
"146","9.16533088684082","7.27525520324707","11.05540657043457","10.144292831420898","10.051013946533203","10.237571716308594","12.047366619110107","11.15843677520752","12.936296463012695","17.988391876220703","15.77757453918457","20.199209213256836"
"148","11.444243431091309","10.134615898132324","12.753870964050293","28.628315925598145","20.09644889831543","37.16018295288086","13.864988565444946","7.471479892730713","20.25849723815918","22.94163703918457","21.16953468322754","24.7137393951416"
"150","14.62219524383545","11.660642623901367","17.58374786376953","11.781691551208496","11.461541175842285","12.101841926574707","7.746915340423584","2.860590934753418","12.63323974609375","21.662200927734375","17.85529327392578","25.46910858154297"
"152","18.85427498817444","6.751284122467041","30.957265853881836","13.668134212493896","10.388052940368652","16.94821548461914","11.743279218673706","5.79303503036499","17.693523406982422","7.717454433441162","4.547773361206055","10.88713550567627"
"154","6.646884083747864","3.52502179145813","9.768746376037598","7.488738417625427","3.708918333053589","11.268558502197266","6.035999178886414","1.3410212993621826","10.730977058410645","14.019917964935303","11.23778247833252","16.802053451538086"
"156","11.421112060546875","9.723603248596191","13.118620872497559","13.824557304382324","13.31281566619873","14.336298942565918","5.432606816291809","2.6894314289093018","8.175782203674316","12.153550863265991","7.561160564422607","16.745941162109375"
"158","6.149937868118286","5.873929500579834","6.425946235656738","16.639055252075195","16.22637939453125","17.05173110961914","3.550589144229889","1.0574976205825806","6.043680667877197","24.130950927734375","22.545162200927734","25.716739654541016"
"160","18.40044116973877","15.096023559570312","21.704858779907227","6.269650220870972","5.6405768394470215","6.898723602294922","8.193185329437256","5.717259407043457","10.669111251831055","14.806849718093872","7.4445672035217285","22.169132232666016"
"162","10.090522766113281","8.040544509887695","12.140501022338867","12.103786706924438","7.5536789894104","16.653894424438477","4.764400839805603","3.7005646228790283","5.828237056732178","11.15262222290039","8.906193733215332","13.39905071258545"
"164","6.4408838748931885","5.284643650054932","7.597124099731445","14.34222412109375","13.366780281066895","15.317667961120605","9.000327229499817","1.574402093887329","16.426252365112305","8.992722988128662","7.018806457519531","10.966639518737793"
"166","17.696874618530273","8.235275268554688","27.15847396850586","12.270961284637451","10.439386367797852","14.10253620147705","6.006326079368591","1.4637420177459717","10.548910140991211","12.35877275466919","12.123788833618164","12.593756675720215"
"168","22.92598533630371","22.605422973632812","23.24654769897461","20.325682640075684","16.196083068847656","24.45528221130371","10.078181803226471","1.781800389289856","18.374563217163086","16.633851051330566","15.268665313720703","17.99903678894043"
"170","4.794300079345703","2.971172332763672","6.617427825927734","11.84178638458252","9.680286407470703","14.003286361694336","4.087055683135986","1.8845062255859375","6.289605140686035","7.537380933761597","6.796179294586182","8.278582572937012"
"172","20.314819812774658","15.38725757598877","25.242382049560547","13.25907850265503","5.896416664123535","20.621740341186523","2.1146302223205566","1.2869513034820557","2.9423091411590576","16.95514965057373","15.47923469543457","18.43106460571289"
"174","12.866600275039673","4.82597017288208","20.907230377197266","10.354366779327393","7.76715087890625","12.941582679748535","1.5933349132537842","1.0261929035186768","2.1604769229888916","13.349571704864502","10.174948692321777","16.524194717407227"
"176","9.980103969573975","9.812016487121582","10.148191452026367","16.199264764785767","7.644430637359619","24.754098892211914","3.7825982570648193","3.3308534622192383","4.2343430519104","8.303627490997314","5.802002906799316","10.805252075195312"
"178","15.801342606544495","3.7366631031036377","27.86602210998535","15.392546892166138","5.435337543487549","25.349756240844727","3.4984262585639954","1.6488333940505981","5.348019123077393","7.973268747329712","6.519436359405518","9.427101135253906"
"180","10.806310653686523","10.108240127563477","11.50438117980957","8.441279172897339","5.652395725250244","11.230162620544434","1.6463335156440735","1.1351128816604614","2.1575541496276855","5.408825635910034","4.661147117614746","6.156504154205322"
"182","20.030335903167725","12.586377143859863","27.474294662475586","12.767668724060059","8.999563217163086","16.53577423095703","2.829360246658325","1.9890286922454834","3.669691801071167","14.557518005371094","11.730152130126953","17.384883880615234"
"184","11.82161808013916","11.710074424743652","11.933161735534668","18.814607620239258","9.604883193969727","28.02433204650879","1.9738338589668274","1.9733967781066895","1.9742709398269653","10.99367094039917","8.530827522277832","13.456514358520508"
"186","10.099884986877441","10.07777214050293","10.121997833251953","14.131746768951416","8.872694969177246","19.390798568725586","1.5338647961616516","0.7058106660842896","2.3619189262390137","11.587189674377441","10.297966957092285","12.876412391662598"
"188","15.663178443908691","5.0493316650390625","26.27702522277832","15.430601119995117","14.34457778930664","16.516624450683594","4.293086767196655","3.633816719055176","4.952356815338135","13.093400001525879","12.026447296142578","14.16035270690918"
"190","11.235859632492065","7.97693395614624","14.49478530883789","14.883055925369263","5.906712055206299","23.859399795532227","4.311112403869629","3.9827237129211426","4.639501094818115","4.451537489891052","3.4781601428985596","5.424914836883545"
"192","5.4694414138793945","4.307036876678467","6.631845951080322","16.837634563446045","13.333630561828613","20.341638565063477","2.1879090666770935","1.2183555364608765","3.1574625968933105","8.521669387817383","6.595332145690918","10.448006629943848"
"194","7.2893877029418945","6.65779447555542","7.920980930328369","9.451115131378174","6.879351615905762","12.022878646850586","2.2283064126968384","1.3246779441833496","3.131934881210327","12.421036720275879","10.53443431854248","14.307639122009277"
"196","5.686678171157837","5.015570640563965","6.357785701751709","15.431727409362793","13.057693481445312","17.805761337280273","2.756581664085388","2.5829379558563232","2.930225372314453","11.198565006256104","9.795841217041016","12.601288795471191"
"198","10.711833477020264","5.908693313598633","15.514973640441895","10.653065204620361","9.46185302734375","11.844277381896973","1.6068096160888672","1.5923417806625366","1.6212774515151978","8.85721743106842","3.8025505542755127","13.911884307861328"